question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
"""What movie is subtitled """"How I Learned to Stop Worrying and Love the Bomb""""?""",jp_4000,www.jetpunk.com,"['president muffley', ""Dr. Strangelove's Secret Uses of Uranus"", 'Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb', 'precious bodily fluids', 'cobalt thorium g bomb', 'Burpleson Air Force Base', 'Lionel Mandrake', 'jack d ripper', 'Doctor Strangelove, or How I Learnt to Stop Worrying and Love the Bomb', 'Dr Strangelove Or: How I Learned To Stop Worrying And Love The Bomb', 'merkin muffley', 'burpleson afb', 'dr strangelove or how i learned to stop worrying and love bomb film', 'Doctor Strangelove', 'Dr. Strangelove or How I Learnt to Stop Worrying and Love the Bomb (film)', 'How I Learned to Stop Worrying and Love the Bomb', 'Dr. Strangelove, or: How I Learned to Stop Worrying and Love the Bomb', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'group captain lionel mandrake', 'Cobalt-thorium-G bomb', 'Dr strangelove', 'Mineshaft gap', 'how i learned to stop worrying and love bomb', 'General Ripper', 'Plan %22R%22', 'dr stangelove or how i learned to stop worrying and love bomb', 'Bat Guano', 'Group Captain Lionel Mandrake', 'Dr. Strangelove, or How I Learned to Stop Worrying and Love the Bomb', 'plan r', 'wonderful bomb', 'merkin muffly', 'War Plan %22R%22', 'dr strangelove or how i learned to stop worrying and love bomb 1964', 'Dr.Strangelove', 'no fighting in war room', 'How I Learned To Stop Worrying And Love The Bomb', 'buck turgidson', 'mineshaft gap', 'Dr, Strangelove', 'bat guano', 'dr stangelove or how i learn to stop worrying and love bomb', 'General Turgidson', 'How I Learned To Stop Worrying and Love The Bomb', 'Doctor strangelove', 'Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb', 'Dr Strangelove', 'Precious bodily fluids', 'Merkin Muffley', 'lionel mandrake', 'dr strangelove s secret uses of uranus', 'President Merkin Muffley', 'doctor strangelove or how i learnt to stop worrying and love bomb', 'strangelovian', 'president merkin muffley', 'Dr. Strangelove', 'Dr. Stangelove: Or, How I Learn To Stop Worrying And Love The Bomb', 'Burpleson AFB', 'War Plan R', 'Dr. Doomsday or: How to Start World War III Without Even Trying', 'Merkin Muffly', 'dr strangelove', 'No fighting in the war room', 'dr doomsday or how to start world war iii without even trying', 'burpleson air force base', 'general ripper', 'dr strangelove or how i learnt to stop worrying and love bomb film', 'Buck Turgidson', 'war plan 22r 22', 'Strangelovian', 'Plan R', 'President Muffley', 'Wonderful Bomb', 'doctor strangelove', 'dr strangelove or how i learned to stop worrying and love bomb', 'DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB (1964)', 'Jack D. Ripper', 'war plan r', 'Dr. Strangelove or, How I Learned to Stop Worrying and Love the Bomb', 'Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb', 'plan 22r 22', 'Dr. Stangelove or: How I Learned to Stop Worrying and Love the Bomb', 'Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb (film)', 'general turgidson']","Answer the trivia question concisely with the best short answer.
Question: ""What movie is subtitled """"How I Learned to Stop Worrying and Love the Bomb""""?""
Answer:",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. (1964) directed by Stanley Kubrick.,5.8718671798706055,"{""answer"": ""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb. (1964) directed by Stanley Kubrick."", ""uncertainty_score"": 5.8718671798706055}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"In Greek mythology, what is the name for a one-eyed giant?",jp_2195,www.jetpunk.com,"['Cyclops', 'cyclopses', 'Kyklopês', 'Kyklops', 'Biclops', 'cyclop', 'kyklopes', 'Steropes', 'Kyklopes', 'Nohbudy', 'biclops', 'kyklopês', 'cyclops', 'stereopes', 'kyklops', 'Stereopes', 'Cyclopses', 'steropes', 'Cyclop', 'nohbudy']","Answer the trivia question concisely with the best short answer.
Question: In Greek mythology, what is the name for a one-eyed giant?
Answer:",Cyclops.,1.5858631134033203,"{""answer"": ""Cyclops."", ""uncertainty_score"": 1.5858631134033203}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which was the first planet in our solar system to be discovered by telescope?,qb_8679,http://www.quizballs.com/,"['7th planet', 'Uranus (planet)', '34 tauri', 'sol 7', 'sun h', 'Uranos (planet)', 'SAO 158687', 'Astronomy Uranus', 'Georgian planet', 'Sol h', 'discovery of uranus', 'seventh planet', 'urano planet', 'sol h', 'uranus astronomy', 'planet uranus', 'Urano (planet)', 'uranus planet', 'Planet Uranus', ""George's Star"", '♅', 'georgium sidus', 'uranos planet', 'sao 158687', 'Sol VII', 'Georgium Sidus', 'Uranus (astronomy)', 'Discovery of Uranus', '⛢', 'HD 128598', 'Uranus (Planet)', 'Sol 7', 'sol vii', 'Sun h', 'georgian planet', 'uranus', 'Uranus', 'george s star', 'astronomy uranus', 'hd 128598', 'Sol-7', 'Seventh planet', 'magnetosphere of uranus', 'Magnetosphere of Uranus', '34 Tauri']","Answer the trivia question concisely with the best short answer.
Question: Which was the first planet in our solar system to be discovered by telescope?
Answer:",Uranus.,2.4078352451324463,"{""answer"": ""Uranus."", ""uncertainty_score"": 2.4078352451324463}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
On which island country can you find Bradley Adams International airport ?,wh_2925,http://www.wrexhamquizleague.co.uk/,"['America/Barbados', 'etymology of barbados', 'Barbadoes, Wisconsin', 'Barbados Ministry of Foreign Affairs and Foreign Trade', 'america barbados', 'barbadoes west indies', 'Bimshire', 'barbadan', 'Barbadoes, West Indies', 'BARBADOS', 'Etymology of Barbados', 'ichirouganaim', 'Barbados, West Indies', 'barbadoes wi', 'Name of Barbados', 'Ichirouganaim', 'laws of barbados', 'barbados ministry of foreign affairs and foreign trade', 'Barbadoes, WI', 'Island of Barbados', 'barbados wi', 'Laws of Barbados', 'Health in Barbados', 'Barbados', 'Barbados, WI', 'law of barbados', 'barbados west indies', 'barbados wisconsin', 'health in barbados', 'ISO 3166-1:BB', 'barbadoes wisconsin', 'Barbadoes', 'iso 3166 1 bb', 'Law of Barbados', 'barbadoes', 'Barbadan', 'Barbados, Wisconsin', 'island of barbados', 'name of barbados', 'bimshire', 'barbados']","Answer the trivia question concisely with the best short answer.
Question: On which island country can you find Bradley Adams International airport ?
Answer:",Bermuda.,2.7747716903686523,"{""answer"": ""Bermuda."", ""uncertainty_score"": 2.7747716903686523}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which band released a 2008 album entitled ‘Konk’?,qb_5916,http://www.quizballs.com/,"['Pull Me In', 'hugh harris guitarist', 'Max Rafferty (The Kooks)', 'The kooks', 'luke pritchard', 'Paul Garred', 'Max Rafferty (Musician)', 'Hugh Harris (guitarist)', 'The Kooks', 'paul garred', 'peter denton musician', 'kooks', 'Peter Denton (musician)', 'cooks band', 'kooks band', 'Max Rafferty (musician)', 'max rafferty kooks', 'Luke Pritchard', 'Max Rafferty (Kooks)', 'max rafferty musician', 'raisin boys', 'Kooks (band)', 'peter denton', 'pull me in', 'The Raisin Boys', 'The Kooks (band)', 'The Cooks (band)', 'Peter denton']","Answer the trivia question concisely with the best short answer.
Question: Which band released a 2008 album entitled ‘Konk’?
Answer:",The Decemberists.,1.5030766725540161,"{""answer"": ""The Decemberists."", ""uncertainty_score"": 1.5030766725540161}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who served only 119 days as British Prime Minister in 1827, before dying of pneumonia?",qb_7324,http://www.quizballs.com/,"['George Canning', 'mr canning', 'george canning', 'Mr. Canning']","Answer the trivia question concisely with the best short answer.
Question: Who served only 119 days as British Prime Minister in 1827, before dying of pneumonia?
Answer:",George Canning.,2.1247262954711914,"{""answer"": ""George Canning."", ""uncertainty_score"": 2.1247262954711914}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What was the name of the Cyclops who captured Odysseus and was blinded by him when he escaped?,odql_12361,http://www.odquiz.org.uk/,"['Polyphemon', 'polyphemon', 'Polyphemos', 'Polyphemus', 'polyphemus', 'Polyphemo', 'polyphemos', 'polyphemo']","Answer the trivia question concisely with the best short answer.
Question: What was the name of the Cyclops who captured Odysseus and was blinded by him when he escaped?
Answer:",Polyphemus.,0.6297057271003723,"{""answer"": ""Polyphemus."", ""uncertainty_score"": 0.6297057271003723}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who discovered and opened Tutankhamun's tomb in 1922?,bb_7073,http://www.businessballs.com/,"['Howard Carter (archaeologist)', 'howard carter archaeologist', 'Howard Carter', 'howard carter']","Answer the trivia question concisely with the best short answer.
Question: Who discovered and opened Tutankhamun's tomb in 1922?
Answer:",Howard Carter.,0.27520743012428284,"{""answer"": ""Howard Carter."", ""uncertainty_score"": 0.27520743012428284}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Because of its appearance, what common alternative name is given to iron pyrites?",sfq_860,www.sfquiz.org.uk,"['Fools gold', 'Bravoite', 'bravoite', ""FOOL'S GOLD"", 'Iron disulfide', 'Fool’s Gold', 'iron pyrites', ""Fool's Gold"", 'Pyrite', 'fool s gold', 'fools gold', ""Fools' gold"", 'iron pyrite', 'Iron Pyrite', 'iron disulfide', 'Iron pyrites', 'pyrites', 'pyrite', 'Pyrites', ""Fool's gold"", 'Iron pyrite']","Answer the trivia question concisely with the best short answer.
Question: Because of its appearance, what common alternative name is given to iron pyrites?
Answer:",Fool's Gold.,2.8910605907440186,"{""answer"": ""Fool's Gold."", ""uncertainty_score"": 2.8910605907440186}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Brian Clough said of which sportsman ‘Misguided, mishandled, criticised and crucified  – and only because he’s different’?",qb_9097,http://www.quizballs.com/,"['Geoffrey Boycott', 'G Boycott', 'g boycott', 'boycs', 'Geoff Boycott', 'G boycott', 'geoffrey boycott', 'geoff boycott', 'Geoffrey boycott', 'Boycs']","Answer the trivia question concisely with the best short answer.
Question: Brian Clough said of which sportsman ‘Misguided, mishandled, criticised and crucified  – and only because he’s different’?
Answer:",Bobby Charlton.,2.3652148246765137,"{""answer"": ""Bobby Charlton."", ""uncertainty_score"": 2.3652148246765137}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"""Which fashion house markets the perfume """"Addict"""" ?""",wh_2125,http://www.wrexhamquizleague.co.uk/,"['Jacques Benita', 'Christian Dior', 'CHRISTIAN DIOR', 'Dior Monsieur', 'christian dior', 'jacques benita', 'dior monsieur']","Answer the trivia question concisely with the best short answer.
Question: ""Which fashion house markets the perfume """"Addict"""" ?""
Answer:",Yves Saint Laurent.,0.9720665216445923,"{""answer"": ""Yves Saint Laurent."", ""uncertainty_score"": 0.9720665216445923}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Constantia, famous as a wine growing area, is a suburb of which South African city?",sfq_3577,www.sfquiz.org.uk,"['capetown south africa', 'mother city', 'capetownmagazine com', 'cape town cricket ground', 'CapeTown', 'cape town western cape', 'un locode zacpt', 'The tavern of the seas', 'Cape Town, Western Cape', 'Tavern of the Seas', 'IKapa', 'Cape Town', 'Greater Cape Town', 'city of cape town western cape', 'Capetonian', 'Capetown', 'cape town south africa', 'Cape Town cricket ground', 'capetonian', 'tavern of seas', 'Kaapstad', 'Demographics of Cape Town', 'cape town', 'UN/LOCODE:ZACPT', 'greater cape town', 'The mother city', 'Capetown, South Africa', 'Cape Town, South Africa', 'Tavern of the seas', 'CapeTownMagazine.com', 'City of Cape Town, Western Cape', 'CAPE TOWN', 'capetown', 'ikapa', 'Cape town', 'kaapstad', 'demographics of cape town']","Answer the trivia question concisely with the best short answer.
Question: Constantia, famous as a wine growing area, is a suburb of which South African city?
Answer:",Cape Town.,0.9108247756958008,"{""answer"": ""Cape Town."", ""uncertainty_score"": 0.9108247756958008}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which former US President is pictured on the American $5 bill?,odql_7503,http://www.odquiz.org.uk/,"['A. Lincoln', 'abraham president', 'abe lincolin', 'president abraham', 'Abaham lincoln', 'Abe licnoln', 'abaham lincoln', 'abraham lincoln president', 'Lincoln (president)', 'Great Emancipator', 'abraham lincoln and american civil war', 'President Abe Lincoln', 'Lincoln, Abraham', 'President Abraham', 'Abe Lincoln', 'Lincolnian', 'abe lincon', 'lincoln', 'Honest Abe', 'Abraham Lincoln', 'aberham lincoln', 'Abe Lincon', 'great emancipator', 'abe lincoln', 'Honest Abe Lincoln', 'president abe lincoln', 'rail splitter', 'abraham lincoln s life', 'president abraham lincoln', 'presedent lincon', 'The Rail Splitter', ""Abraham Lincoln's Life"", 'Presedent Lincon', 'Abe lincolin', 'honest abe', 'Abraham lincoln', 'Abraham Lincoln (president)', 'abaraham lincoln', 'President Abraham Lincoln', 'abraham lincon', 'lincolnian', ""Lincoln's cabinet"", 'A Lincoln', 'Abrahm Lincoln', 'president lincoln', 'abraham lincoln', 'President Lincoln', 'honest abe lincoln', '16th president of united states', 'Abraham Lincoln and the American Civil War', 'Abraham Lincon', 'Abaraham lincoln', '16th President of the United States', 'lincoln s cabinet', 'lincoln abraham', 'abrahm lincoln', 'Abraham (president)', 'abe licnoln', 'The Great Emancipator', 'Aberham lincoln', 'ABRAHAM LINCOLN', 'lincoln president']","Answer the trivia question concisely with the best short answer.
Question: Which former US President is pictured on the American $5 bill?
Answer:",Abraham Lincoln.,0.8593913912773132,"{""answer"": ""Abraham Lincoln."", ""uncertainty_score"": 0.8593913912773132}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
The film '24 Hour Party People' follows the development of which Manchester record label in the '70's and '80's?,odql_5721,http://www.odquiz.org.uk/,"['factory too', 'Factory Too', 'factory records', 'The Factory (music venue)', 'factory music venue', 'factvm exhibition', 'FACTORY RECORDS', 'FACTVM Exhibition', 'Factory Records', 'Ikon FCL', 'ikon fcl', 'Factory records']","Answer the trivia question concisely with the best short answer.
Question: The film '24 Hour Party People' follows the development of which Manchester record label in the '70's and '80's?
Answer:",Factory Records.,0.4941048324108124,"{""answer"": ""Factory Records."", ""uncertainty_score"": 0.4941048324108124}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What writer worked as a Pinkerton detective on cases involving movie comic Fatty Arbuckle and gambler Nick Arnstein?,tc_344,http://www.triviacountry.com/,"['dasheill hammet', 'Dashiell hammet', 'hammettian', 'Dashiel Hammet', 'dashiell hammet', 'samuel hammett', 'Samuel hammett', 'Daschiell Hammet', 'dashiel hammet', 'Dashiell Hammet', 'Dasheill Hammet', 'dashiell hammett', 'Samuel Hammett', 'dashiel hammett', 'samuel dashiell hammett', 'daschiell hammet', 'Dashiel Hammett', 'Samuel Dashiell Hammett', 'Dashiell Hammett', 'Dashiel hammet', 'Hammettian']","Answer the trivia question concisely with the best short answer.
Question: What writer worked as a Pinkerton detective on cases involving movie comic Fatty Arbuckle and gambler Nick Arnstein?
Answer:",Dashiell Hammett.,1.0920730829238892,"{""answer"": ""Dashiell Hammett."", ""uncertainty_score"": 1.0920730829238892}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which great female Edwardian garden designer wrote the highly influential work 'Colour in the Flower Garden'?,sfq_18375,www.sfquiz.org.uk,"[""Gertrude Jekyll's Garden, Upton Grey Manor House"", 'walter jekyll', 'GERTRUDE JEKYLL', 'Reverend Walter Jekyll', 'Aunt Bumps', 'gertrude jekyll', 'Gertrude Jekyll', 'aunt bumps', 'Walter Jekyll', 'reverend walter jekyll', 'gertrude jekyll s garden upton grey manor house']","Answer the trivia question concisely with the best short answer.
Question: Which great female Edwardian garden designer wrote the highly influential work 'Colour in the Flower Garden'?
Answer:",Gertrude Jekyll.,1.499265193939209,"{""answer"": ""Gertrude Jekyll."", ""uncertainty_score"": 1.499265193939209}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which character was played by William Shatner in 'Star Trek'?,qf_1803,http://quiz4free.com/,"['James Tiberius Kirk', 'James Kirk', 'Admiral Kirk', 'kaptain cirk', 'james t kirk', 'James T. Kirk', 'Captain kirk', 'james r kirk star trek', 'James Tiberius %22Jim%22 Kirk', 'admiral kirk', 'Jim Kirk', 'Kaptain Cirk', 'james kirk', 'kirok', 'star trek james t kirk', 'kirkian logic', 'james tiberius kirk', 'James T Kirk', 'captain james t kirk', 'James R. Kirk (Star Trek)', 'Kirok', 'captain kirk', 'capt kirk', 'james tiberius 22jim 22 kirk', 'jim kirk', 'Capt kirk', 'Star Trek/James T. Kirk', 'Captain Kirk', 'Captain James T Kirk', 'Captain James Kirk', 'Captain James T. Kirk', 'Kirkian logic', 'captain james kirk']","Answer the trivia question concisely with the best short answer.
Question: Which character was played by William Shatner in 'Star Trek'?
Answer:",Captain James T. Kirk.,0.7119665741920471,"{""answer"": ""Captain James T. Kirk."", ""uncertainty_score"": 0.7119665741920471}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
